STOCK_CODE,MNEMONIC,PART_NUMBER,PN Global,ITEM_NAME,STOCK_TYPE District,CLASS,HOME_WH,UOI,ISSUING PRICE,PRICE_CODE
284455,SCANIA,291190,291190,Washer,S,G,UTVH,EACH,0,
284471,VOLVOPM,994848,994848,Washer,S,P,SPUT,EACH,1600,FP
284554,KOMATSU,426-70-11871,426-70-11871,BUSHING,S,G,UTVH,EACH,0,FP
284646,SCANIA,2382590,2382590,SCREW,S,G,UTVH,EACH,0,FP
284653,SCANIA,812957,812957,UNION,S,G,UTVH,EACH,0,FP
284661,SCANIA,1466184,1466184,SHOCK ABSORBER,S,G,UTVH,EACH,0,FP
284836,SCANIA,1865517,1865517,SCRAPER STRIP,S,G,UTVH,EACH,0,FP
284844,SCANIA,1446042,1446042,SPRING BRAKE CHAMBER,S,G,UTVH,EACH,0,FP
284992,SCANIA,1461331,1461331,GASKET,S,G,UTVH,EACH,0,FP
285023,TIMKEN,HM220149/HM220110,HM220149/HM220110,BEARING,S,P,SPUT,EACH,673000,FP
285031,TIMKEN,HM218248/210,HM218248/210,BEARING,S,P,SPUT,EACH,395570,FP
285270,KOMATSU,42C-43-11410,42C-43-11410,"PAD,PEDAL",S,G,UTVH,ASSY,0,FP
285288,KOMATSU,421-43-21910,421-43-21910,POTENSIO METER,S,G,UTVH,EACH,0,FP
285296,ASIAREP,724612,724612,EMERGENCY STATION,S,P,SPUT,EACH,0,
285320,SCANIA,815871,815871,SCREW,S,G,UTVH,EACH,0,FP
285338,SCANIA,815626,815626,SCREW,S,G,UTVH,EACH,0,
285353,SCANIA,812502,812502,FLANGE SCREW,S,G,UTVH,EACH,0,FP
285361,SCANIA,808293,808293,HEXAGON SCREW,S,G,UTVH,EACH,0,FP
285395,KOMATSU,02781-00313,02781-00313,"UNION, PIPE:",S,G,UTVH,EACH,0,FP
285643,KOMATSU,425-70-11730,425-70-11730,BUSHING,S,G,UTVH,EACH,0,FP
285650,KOMATSU,421-09-11320,421-09-11320,SEAL DUST,S,G,UTVH,EACH,0,FP
285668,KOMATSU,425-70-11720,425-70-11720,PIN,S,G,UTVH,EACH,0,FP
285676,KOMATSU,425-70-11920,425-70-11920,PIN,S,G,UTVH,EACH,0,FP
285684,KOMATSU,425-70-11170,425-70-11170,O-RING,S,G,UTVH,EACH,0,FP
285692,KOMATSU,425-70-11961,425-70-11961,PIN,S,G,UTVH,EACH,0,FP
285700,KOMATSU,426-70-31720,426-70-31720,BUSHING,S,G,UTVH,EACH,0,FP
285718,KOMATSU,425-70-11820,425-70-11820,BUSHING,S,G,UTVH,EACH,0,FP
285775,KOMATSU,421-54-16440,421-54-16440,"WASHER,FLAT",S,G,UTVH,EACH,0,FP
285841,KOMATSU,421-43-18890,421-43-18890,ROD,S,G,UTVH,EACH,0,FP
285858,KOMATSU,04256-40615,04256-40615,JOINT-P,S,G,UTVH,EACH,0,FP
285866,KOMATSU,04256-50616,04256-50616,JOINT,S,G,UTVH,EACH,0,FP
285890,KOMATSU,01508-30603,01508-30603,NUT,S,G,UTVH,EACH,0,FP
285924,SCHNEIDE,LC1D09M7,LC1D09M7,CONTACTOR,S,P,SPUT,EACH,160632,FP
286187,HYVA,8102116,8102116,AIR BREATHER,S,P,SPUT,ASSY,0,
286344,SCANIA,1898295,1898295,BOOT,S,G,UTVH,EACH,0,FP
286377,ASIAREP,714217F,714217F,PLASTIC TUBING,S,P,SPUT,ROLL,1500000,
286385,ASIAREP,714225,714225,PLASTIC TUBING,S,P,SPUT,ROLL,1450000,
286500,VOLVOPM,20873993,20873993,GEAR SHIFT LEVER CARRIER,S,P,SPUT,EACH,12663080,FP
286930,KOMATSU,425-12-11141,425-12-11141,SHAFT,S,G,UTVH,EACH,0,FP
286948,EPE,1.0045-H6XL-A00-0P,1.0045-H6XL-A00-0P,ELEMENT FILTER,S,P,SPUT,EACH,2030189.2,
287011,SCANIA,815134,815134,FLANGE NUT,S,G,UTVH,EACH,0,FP
287037,SCANIA,2142439,2142439,HOSE ASSEMBLY,S,G,UTVH,EACH,642985.61,FP
287045,SCANIA,1390337,1390337,"WASHER,FLAT",S,G,UTVH,EACH,0,FP
287169,TOKICO,FR00541-04X,FR00541-04X,FLOW METER ASSY 2 INCH,G,P,SPUT,ASSY,0,FP
287177,KOMATSU,06037-06208,06037-06208,"BEARING,BALL,ANNULAR",S,G,UTVH,EACH,0,FP
287185,KOMATSU,06037-06309,06037-06309,"BEARING,BALL,ANNULAR",S,G,UTVH,EACH,0,FP
287193,FURUKAWA,160011-00044,160011-00044,O-RING,S,P,SPUT,EACH,27000,
287201,FURUKAWA,262011-00044,262011-00044,BACK UP RING,S,P,SPUT,EACH,56000,
287219,FURUKAWA,020001-05008,020001-05008,SEAL OIL,S,P,SPUT,EACH,220000,
287227,FURUKAWA,020001-05009,020001-05009,SLEEVE,S,P,SPUT,EACH,245000,
287235,FURUKAWA,264020-00068,264020-00068,RING SNAP,S,P,SPUT,EACH,71000,
287458,SCANIA,1768720,1768720,PULLY V-BELT,S,G,UTVH,EACH,0,
287508,SCANIA,1486797,1486797,HOUSING LH,S,G,UTVH,EACH,0,FP
287888,KOMATSU,417-57-21512,417-57-21512,SEAT,S,G,UTVH,ASSY,0,FP
288043,REFRENCE,LC-M10-C-1-2INCH,LC-M10-C-1-2INCH,FLOW METER ASSY,G,P,SPUT,ASSY,50267538.64,
288092,KOMATSU,600-181-4201,Duplikasi Pref,AIR CLEANER OUTHER,S,G,UTVH,EACH,0,FP
288118,SCANIA,1936674,1936674,LAMP HOUSING,S,G,UTVH,EACH,0,FP
288126,SCANIA,1386090,1386090,BLEED SCREW,S,G,UTVH,EACH,0,FP
288134,SCANIA,1386091,1386091,DRAINING NIPPLE,S,G,UTVH,EACH,0,FP
288142,SCANIA,1400131,1400131,NUT,S,V,UTVH,EACH,0,FP
288159,SCANIA,1357522,1357522,LOCK PLATE,S,G,UTVH,EACH,0,FP
288167,,,,SCREW,S,P,SPUT,EACH,0,NM
288175,SCANIA,815182,815182,SCREW,S,G,UTVH,EACH,0,FP
288217,KOMATSU,07000-05280,07000-05280,O-RING,S,G,UTVH,EACH,0,FP
288431,SCANIA,135036,135036,BUSH,S,G,UTVH,EACH,0,FP
288498,SCANIA,1377739,1377739,SPRING SHACKLE,S,G,UTVH,EACH,2433333.33,FP
288506,SCANIA,1739454,1739454,FRONT SPRING,S,G,UTVH,EACH,0,FP
288522,YANMAR,103884-61100,103884-61100,SPINDLE,S,P,SPUT,EACH,72500,
288555,YANMAR,26106-060162,26106-060162,BOLT,S,P,SPUT,EACH,10000,NM
288720,SCANIA,99442,99442,TOOLS ADJUSTING INJECTOR,S,G,UTVH,EACH,0,FP
288878,VOLVOPM,20524936,20524936,SENSOR,S,P,SPUT,EACH,3427416,FP
288902,MANITOU,550597,550597,SEAL,S,P,SPUT,EACH,596721.31,FP
288910,MANITOU,409361,409361,O RING,S,P,SPUT,EACH,37939.11,FP
288928,MANITOU,563778,563778,FLANG PROPELER,S,P,SPUT,EACH,2794200,FP
288936,MANITOU,268323,268323,CABLE,S,P,SPUT,EACH,1170374.71,FP
288977,KOMATSU,01010-61440,01010-61440,"BOLT,MACHINE",S,G,UTVH,EACH,0,FP
289058,LC,M30-C1,M30-C1,FLOW METER ASSY,S,P,SPUT,ASSY,0,FP
289140,LC,M40-C1,M40-C1,FLOW METER ASSY,S,P,SPUT,ASSY,0,FP
289157,LC,D1147,D1147,"COUNTER, LC-M15",S,P,SPUT,ASSY,0,FP
289272,SCANIA,1490086,1490086,INSERT CONNECTOR,S,G,UTVH,EACH,0,FP
289298,SCANIA,Duplikasi Pref,Duplikasi Pref,FLANGE SCREW,S,G,UTVH,EACH,0,FP
289306,SCANIA,1852936,1852936,BUSH,S,G,UTVH,EACH,0,FP
289314,SCANIA,2183507,2183507,RECIRCULATION SHIELD,S,G,UTVH,EACH,0,FP
289389,PERKIN,921173,921173,Washer,S,P,SPUT,EACH,20000,FP
289470,SCANIA,800627,800627,STUD,S,G,UTVH,EACH,0,FP
289488,SCANIA,1778518,1778518,BEARING,S,G,UTVH,EACH,0,FP
289496,SCANIA,99414,99414,SETTING TOOLS,S,G,UTVH,EACH,0,FP
289504,SCANIA,99315,99315,GAUGE,S,G,UTVH,EACH,0,FP
289538,SCANIA,1495267,1495267,CONE,S,G,UTVH,EACH,0,FP
289546,SCANIA,2425395,2425395,SEAL RING,S,G,UTVH,EACH,0,FP
289561,SCANIA,1828871,1828871,MIDDLE CONE,S,G,UTVH,EACH,0,FP
289744,PATRIA,VM001-03720,VM001-03720,EXTENTION SPRING,S,P,SPUT,EACH,71000,
289967,YORK,8021/SKD-2320,8021/SKD-2320,AXLE YORK SPINDLE TO SPINDLE,S,P,SPUT,EACH,30000000,
289975,,,8021/MK2-2320,AXLE YORK ASSY HUB TO HUB,S,P,SPUT,EACH,27979538,
290171,KOMATSU,6151-81-3720,6151-81-3720,TUBE,S,G,UTVH,EACH,0,FP
290692,SCANIA,1362002,1362002,MUDF LAP,S,G,UTVH,EACH,0,FP
290700,SCANIA,814900,814900,SCREW,S,G,UTVH,EACH,0,FP
290718,SCANIA,385170,385170,Washer,S,G,UTVH,EACH,0,
290726,SCANIA,394544,394544,BUSH,S,G,UTVH,EACH,0,
290940,SCANIA,1385170,1385170,Washer,S,G,UTVH,EACH,0,
291021,REFRENCE,242793,242793,ROTARY SWITCH,S,P,SPUT,EACH,2125000,
291070,VOLVOPM,8171700,8171700,SELECTOR PIN,S,P,SPUT,EACH,114830,FP
291088,VOLVOPM,20889192,20889192,ARM,S,P,SPUT,EACH,1027850,FP
291211,SCANIA,2123725,Duplikasi Pref,O-RING,S,G,UTVH,EACH,0,FP
291237,SCANIA,1383202,1383202,SPACER,S,G,UTVH,EACH,0,FP
291260,SCANIA,1485065,1485065,CYLINDER,S,G,UTVH,EACH,0,FP
291419,SCANIA,1384859,1384859,CLAMP,S,G,UTVH,EACH,0,FP
291484,VOLVOPM,20968388,20968388,HOSE,S,P,SPUT,EACH,277970,FP
291542,SCANIA,1789563,1789563,SLACK ADJUSTER ( L ),S,G,UTVH,EACH,0,FP
291583,DENSO,447500-9190,447500-9190,"VALVE,EXPANSION",S,P,SPUT,ASSY,0,FP
291906,SCANIA,2028511,2028511,HANDLE,S,G,UTVH,EACH,167845,FP
292136,SCANIA,1484800,1484800,GASKET,S,G,UTVH,EACH,0,FP
292151,SCANIA,2094066,2094066,NUT,S,G,UTVH,EACH,0,FP
292169,SCANIA,1788922,1788922,DRIVER,S,G,UTVH,EACH,0,FP
292177,SCANIA,1849454,1849454,MIDDLE CONE,S,G,UTVH,EACH,0,FP
292185,SCANIA,1752963,1752963,SHIFT SLEEVE,S,G,UTVH,EACH,0,FP
292193,SCANIA,1476234,1476234,REVERS SHAFT GEAR,S,G,UTVH,EACH,0,FP
292201,SCANIA,1514712,1514712,CLUTCH HALF,S,G,UTVH,EACH,0,FP
292219,SCANIA,1476232,1476232,MAIN SHAFT GEAR,S,G,UTVH,EACH,0,FP
292268,SCANIA,1420775,1420775,WHEEL STUD,S,G,UTVH,EACH,0,FP
292318,SCANIA,814915,814915,SCREW,S,G,UTVH,EACH,0,FP
292466,SKF,SNL 520-617,SNL 520-617,PLUMMER BLOCK,B,P,SPUT,EACH,2584000,FP
292490,TIMKEN,H 2320,H 2320,"ADAPTER,SLEEVE,BEARING",S,P,SPUT,EACH,0,FP
292565,SCANIA,1851250,1851250,HOSE ASSEMBLY,S,G,UTVH,EACH,0,FP
292581,MANITOU,4AA67212,4AA67212,BRAKET ENGINE,S,P,SPUT,EACH,0,
292599,PATRIA,VHMV0-10210,VHMV0-10210,KEY,S,P,SPUT,EACH,100000,
292607,SKF,6205Z,6205Z,BEARING,S,P,SPUT,EACH,40000,FP
292805,SCANIA,1548056,392996,BEARING,S,G,UTVH,EACH,0,
292813,SKF,30312/Q,30312/Q,ROLLER BEARING,S,P,SPUT,EACH,540000,NM
292821,SCANIA,1548817,1548817,BEARING KIT,S,G,UTVH,EACH,0,FP
292920,NORD,19141010,19141010,RECTIFIER BRAKE STOP,G,P,SPUT,EACH,907500,
292938,NORD,19100552,19100552,MAGNETIC BRAKE STOP,S,P,SPUT,EACH,624024.96,NM
292946,NORD,19051902,19051902,DISC BRAKE STOP,S,P,SPUT,EACH,5694227.77,NM
292953,SCANIA,1534829,1534829,BEARING,S,G,UTVH,EACH,0,FP
293167,CUMMINS,3065791,3065791,GASKET,S,P,SPUT,EACH,0,FP
293175,CUMMINS,206973,206973,GASKET,S,P,SPUT,EACH,0,FP
293233,SCANIA,1776079,1776079,SNAP RING,S,G,UTVH,EACH,0,FP
293241,SCANIA,1911810,1911810,ROLLER BEARING,S,G,UTVH,EACH,0,FP
293290,SCANIA,2091490,2091490,SPACING SLEEVE L=56 MM,S,G,UTVH,EACH,0,FP
293324,CIGWELD,705155,705155,DINSE CABLE 70 MM,S,P,SPUT,EACH,95700,FP
293332,CIGWELD,705156,705156,DINSE CABLE 70 MM,S,P,SPUT,EACH,95700,
293506,SCANIA,1528270,1528270,SCREW,S,G,UTVH,EACH,0,FP
293514,SCANIA,802279,802279,SCREW M16X140 R164-ROBUST,S,G,UTVH,EACH,0,FP
293522,CUMMINS,3065790,3065790,GASKET,S,P,SPUT,EACH,0,FP
293530,CUMMINS,205289,205289,GASKET,S,P,SPUT,EACH,0,
293548,CUMMINS,3164067,3164067,GASKET,S,P,SPUT,EACH,0,FP
293704,PATRIA,VRYR02-10001-15,VRYR02-10001-15,N U T,S,P,SPUT,EACH,9854,
293712,PATRIA,VRYR02-10001-16,VRYR02-10001-16,B O L T,S,P,SPUT,EACH,29568,FP
293753,KOMATSU,600-211-2111,600-211-2110,CARTRIDGE,S,G,UTVH,EACH,72000,FP
293837,KOMATSU,423-22-21820,423-22-21820,BEARING,S,G,UTVH,EACH,0,FP
293845,KOMATSU,419-22-11810,419-22-11810,BEARING,S,G,UTVH,EACH,0,FP
293969,VOLVOPM,1075004,1075004,HOSE ASSEMBLY,S,P,SPUT,EACH,632438.74,FP
293977,VOLVOPM,20709964,20709964,GEAR SHIFT CABLE BLACK,S,P,SPUT,EACH,4247491.25,
293985,KOMATSU,ND447500-0260,ND447500-0260,"VALVE,EXPANSION",S,G,UTVH,EACH,0,FP
294025,KOMATSU,6560-81-3110,6560-81-3110,VALVE,S,G,UTVH,EACH,0,FP
294041,KOMATSU,6211-61-3860,6211-61-3860,NUT,S,G,UTVH,EACH,0,FP
294066,KOMATSU,6211-61-3890,6211-61-3890,PLATE,S,G,UTVH,EACH,0,FP
294140,KOMATSU,238-04-12110,238-04-12110,TUBE,S,G,UTVH,EACH,0,FP
294165,KOMATSU,6151-61-3170,6151-61-3170,SHAFT,S,G,UTVH,EACH,0,FP
294173,KOMATSU,01583-02414,01583-02414,NUT,S,G,UTVH,EACH,0,FP
294199,SCANIA,1357711,1357711,BEARING,S,G,UTVH,EACH,0,FP
294207,SCANIA,1515004,1102279,PISTON RING,S,G,UTVH,EACH,0,FP
294256,SCANIA,98765,98765,PLANED TOOL,S,G,UTVH,EACH,0,FP
294389,FLEETGRD,FS19763,FS19763,ELEMENT,S,P,SPUT,EACH,357399.2,
294397,KOMATSU,23C-63-43141,23C-63-43141,CYLINDER,S,G,UTVH,EACH,0,FP
294462,SKF,KFG3-5,KFG3-5,GREASE PUMP,S,P,SPUT,EACH,8292300,FP
294470,VOLVOPM,3197878,3197878,Washer,S,P,SPUT,EACH,0,
294553,BOSCH,124655007,124655007,ALTERNATOR,S,P,SPUT,EACH,0,
294561,SCANIA,1805344,1805344,INJECTOR,S,G,UTVH,EACH,0,FP
294694,SKF,LGMT 3TH/15,LGMT 3TH/15,GREASE,S,P,SPUT,EACH,0,
294801,YANMAR,104200-66050,104200-66050,HANDLE,S,P,SPUT,EACH,99000,FP
294835,CUMMINS,3016792,3016792,SEAL OIL,S,P,SPUT,EACH,0,FP
294843,CUMMINS,3016788,3016788,SEAL OIL,S,P,SPUT,EACH,0,FP
294850,CUMMINS,3044762,3044762,GASKET,S,P,SPUT,EACH,0,FP
294868,CUMMINS,3200287,3200287,SEAL,S,P,SPUT,EACH,0,FP
294876,CUMMINS,3000859,3000859,SEAL,S,P,SPUT,EACH,0,FP
294884,CUMMINS,145581,145581,SEAL,S,P,SPUT,EACH,0,FP
294892,SCANIA,1353255,1353255,"BOLT,ASSEMBLED WASHER",S,G,UTVH,EACH,0,FP
294918,SCANIA,804821,804821,"NUT ASSEMBLY,RETAINER RING",S,G,UTVH,EACH,0,FP
294926,SCANIA,1349325,1349325,"SEAL,STRAPPING",S,G,UTVH,EACH,0,FP
294942,SCANIA,339130,339130,NEDDLE ROLLER BEARING,S,G,UTVH,EACH,0,FP
294959,SCANIA,1386216,1386216,"SPACER,PLATE",S,G,UTVH,EACH,0,FP
294967,SCANIA,815853,815853,"SCREW, TAPPING, THREAD CUTTING",S,G,UTVH,EACH,0,FP
295006,LOCTITE,77164,77164,ANTI SEIZE,S,P,SPUT,EACH,486470.59,NM
295220,SCANIA,1859636,1859636,FLANGE SCREW,S,G,UTVH,EACH,0,FP
295238,PERTAMIN,WR-NL,WR-NL,GREASE,S,P,SPUT,PAIL,998000,
295261,KOMATSU,20Y-54-74280,20Y-54-74280,MIRROR,S,G,UTVH,EACH,0,FP
295550,KOMATSU, 207-32-00321, 207-32-00321,TRACK LINK ASSY,S,G,UTVH,ASSY,0,
295568,KOMATSU,207-32-61320,207-32-61320,SHOE,S,G,UTVH,EACH,0,FP
295618,KOMATSU,207-30-00164,Duplikasi Pref,IDLER,S,G,UTVH,EACH,0,FP
295626,KOMATSU,207-27-71460,207-27-71460,SPROCKET,S,G,UTVH,EACH,0,FP
295659,SCANIA,1306259,1306259,DOOR WINDOW,S,G,UTVH,EACH,0,FP
295782,KOMATSU,07102-21005,07102-21005,"HOSE,METALLIC",S,G,UTVH,EACH,0,FP
295816,VOLVOPM,20888628,20888628,ARM,S,P,SPUT,EACH,1155460,FP
295824,VOLVOPM,183368,183368,NEEDLE BEARING,S,P,SPUT,EACH,85520,FP
295832,VOLVOPM,20889334,20889334,BRACKET,S,P,SPUT,EACH,411890,FP
295840,VOLVOPM,950542,950542,PIN,S,P,SPUT,EACH,13990,FP
295857,VOLVOPM,984735,984735,FLANGE SCREW,S,P,SPUT,EACH,3985.93,FP
295865,VOLVOPM,8171508,8171508,FLANGE BEARING,G,P,SPUT,EACH,26510,FP
295873,VOLVOPM,20888828,20888828,ARM,S,P,SPUT,EACH,969640,FP
295881,VOLVOPM,20365906,20365906,PIVOT PIN,S,P,SPUT,EACH,21450,FP
295899,VOLVOPM,951946,951946,SPRING PIN,S,P,SPUT,EACH,1200,FP
295907,VOLVOPM,183272,183272,BUSHING,S,P,SPUT,EACH,125480,FP
295915,VOLVOPM,3152527,3152527,RADIAL SHAFT SEAL,G,P,SPUT,EACH,127220,FP
296137,KOMATSU,207-27-51311,207-27-51311,BOLT,S,G,UTVH,EACH,0,FP
296160,SCANIA,1541341,1541341,COVER,S,G,UTVH,EACH,0,FP
296178,SCANIA,1893294,1893294,COVER,S,G,UTVH,EACH,0,FP
296186,SCANIA,1879504,1879504,STRAIGHT UNION,S,G,UTVH,EACH,0,FP
296202,KOMATSU,234-23-12520,234-23-12520,BEARING,S,G,UTVH,EACH,1879692.53,
296277,KOMATSU,207-62-52610,207-62-52610,HOSE,S,G,UTVH,EACH,0,FP
296285,KOMATSU,207-62-71430,207-62-71430,HOSE ASSY,S,G,UTVH,EACH,0,FP
296293,KOMATSU,207-62-71440,207-62-71440,HOSE ASSY,S,G,UTVH,EACH,0,FP
296301,KOMATSU,207-62-71450,207-62-71450,HOSE ASSY,S,G,UTVH,EACH,0,FP
296319,KOMATSU,207-62-71460,207-62-71460,HOSE ASSY,S,G,UTVH,EACH,0,FP
296327,KOMATSU,703-08-95620,703-08-95621,SEAL,S,G,UTVH,EACH,0,FP
296335,KOMATSU,703-08-95770,703-08-95770,"SEAL, DUST",S,G,UTVH,EACH,0,FP
296343,KOMATSU,20Y-62-53410,20Y-62-53410,HOSE,S,G,UTVH,EACH,0,FP
296350,KOMATSU,20Y-62-53420,20Y-62-53420,HOSE,S,G,UTVH,EACH,0,FP
296392,KOMATSU,702-16-71160,702-16-71160,SEAL,S,G,UTVH,EACH,0,FP
296400,KOMATSU,20Y-62-42251,20Y-62-42251,HOSE,S,G,UTVH,EACH,0,FP
296418,KOMATSU,208-62-72870,208-62-72870,HOSE,S,G,UTVH,EACH,0,FP
296459,KOMATSU,208-62-72290,208-62-72290,HOSE,S,G,UTVH,EACH,0,FP
296467,KOMATSU,208-62-72310,208-62-72310,HOSE,S,G,UTVH,EACH,0,FP
296517,NISSAN,3021090364,3021090364,COVER ASSY,S,P,SPUT,EACH,6392000,
296541,NISSAN,5550100Z00,5550100Z00,SHAFT TRUNION,S,P,SPUT,EACH,7275000,
296574,NISSAN,9534500Z09,9534500Z09-DEV,HOSE ASSY OIL,S,P,SPUT,EACH,378300,
296582,SCANIA,1385403,1385403,FRAME HEADLAMP,S,G,UTVH,EACH,0,FP
296590,NISSAN,4432090605-DEV,4432090605-DEV,BRAKE CHAMBER REAR,S,P,SPUT,EACH,2134000,
296608,KOMATSU,207-30-56191,207-30-56191,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
296616,KOMATSU,07000-15080,07000-15080,O-RING,S,G,UTVH,EACH,0,FP
296632,KOMATSU,600-813-4222,Duplikasi Pref,STARTING MOTOR,S,G,UTVH,EACH,0,FP
296673,MANULI,M12810-32-32,M12810-32-32,"Straight NPTF Male, 2""",S,G,PSVH,EACH,378451,
296681,DIXON,SND04N-04N,SND04N-04N,ADAPTER,S,G,PSVH,EACH,21000,FP
296699,,,SNA 04N-06,"STRAIGHT 1/2"" NPT MALE x 7/16"" JIC MAL",S,G,PSVH,EACH,0,FP
296707,DIXON,SNA03N-06,SNA03N-06,"STRAIGHT 3/8"" NPT MALE x 9/16"" JIC MAL",S,G,PSVH,EACH,16477,FP
296723,DIXON,SNA 02N-06,SNA 02N-06,"STRAIGHT 1/4"" NPT MALE x 9/16"" JIC MAL",S,G,PSVH,EACH,12496,FP
296749,MANULI,M22542-06-06,M22542-06-06,FITTING,S,G,PSVH,EACH,0,
296756,,,FC-05N,"STRAIGHT 3/4"" NPT FEMALE x 3/4"" NPT FEMA",S,P,SPUT,EACH,69021,
296772,MANULI,M23391-12-12,M23391-12-12,FITTING,S,G,PSVH,EACH,180839,
296780,MANULI,08-MULTITEX,08-MULTITEX,MULTITEX  DN 12,S,G,PSVH,CM,602,FP
296814,MANULI,M22592-20-20,M22592-20-20,FITTING,S,G,PSVH,EACH,293399,
296848,,,FC-07N,"STRAIGHT 1 1/4"" NPT FEMALE x 1 1/4"" NPT",S,G,PSVH,EACH,0,
296897,MANULI,M21513-06-18,M21513-06-18,"O-Ring Metric Female DKOL M18 x 1,5",S,G,PSVH,EACH,14564,
296905,MANULI,M23391-20-24,M23391-20-24,FITTING,S,G,PSVH,EACH,557006,
296913,MANULI,M21593-12-30,M21593-12-30,90 Deg O-Ring Metric Female DKOL M30 x,S,G,PSVH,EACH,119007,
296921,MANULI,ELA 04N-06,ELA 04N-06,ADAPTER,S,G,PSVH,EACH,0,
296939,MANULI,08-ROCK12,08-ROCK12,HOSE,S,G,PSVH,CM,1682,
296947,MANULI,12-ROCK2SN,12-ROCK2SN,HOSE,S,V,PSVH,CM,1443,FP
296954,MANULI,M00920-06,M00920-06,FERRULE,S,G,PSVH,EACH,12734,
296996,MANULI,M20513-06-06,M20513-06-06,"BSP Female 60 Deg Cone, 3/8""",S,V,PSVH,EACH,8627,
297010,MANULI,M22411-16-16,M22411-16-16,"ORFS Female Straight, 1""",S,G,PSVH,EACH,0,
297051,NISSAN,3335690007,3335690007,SEAL OIL PTO REAR,S,P,SPUT,EACH,141620,
297077,NISSAN,3262290002A,88A13173L1,CARTRIDGE TRANSMISION,S,G,UTVH,EACH,0,
297093,KOMATSU,6742-01-4540,6742-01-4540,CARTRIDGE,S,V,UTVH,EACH,0,FP
297101,KOMATSU,600-311-7460,600-311-7460,CARTRIDGE,S,G,UTVH,EACH,39963,FP
297127,NISSAN,5553290074,5553290074,CONTAC SPRING,S,P,SPUT,EACH,550000,
297135,NISSAN,55249Z0000-DEV,55249Z0000-DEV,NUT U-BOLT FRONT,S,P,SPUT,EACH,56260,
297143,KPPDEV,2615500Z07-DEV,2615500Z07-DEV,FOG LAMP LH,S,P,SPUT,EACH,679000,
297168,NISSAN,30100NA13C,30100NA13C,DISC CLUTCH 18 SPLAIND,S,P,SPUT,EACH,1460000,
297184,NISSAN,2615000Z07,2615000Z07,FOG LAMP RH,S,P,SPUT,EACH,658630,
297192,NISSAN,S520241000,S520241000,OIL SEAL PTO FR,S,P,SPUT,EACH,205905,
297200,KPPDEV,5405690000-DEV,5405690000-DEV,RUBBER SPRING,S,P,SPUT,EACH,56260,
297242,NISSAN,4133099000,4133099000,DIAPHRAGMA FR,S,P,SPUT,EACH,230000,
297283,KPPDEV,54219Z2201-DEV,54219Z2201-DEV,U-BOLT FRONT,S,P,SPUT,EACH,82000,
297291,NISSAN,55246Z2314-DEV,55246Z2314-DEV,U-BOLT REAR,S,P,SPUT,EACH,198000,
297317,KPPDEV,5421500Z00-DEV,5421500Z00-DEV,PIN SPRING,S,P,SPUT,EACH,83420,
297341,ALLMAKES,AM-PL4X4F,AM-PL4X4F,LED WORK LAMP,S,P,SPUT,EACH,1719300,FP
297382,,,SNA07N-20,"STRAIGHT 11/4"" NPT MALE x 15/16"" JIC M",S,G,PSVH,EACH,0,FP
297424,NISSAN,3864590069,3864590069,SHAFT TROUGHT,S,P,SPUT,EACH,6000000,
297465,NISSAN,6301000Z73,6301000Z73,FENDER REAR RH,S,P,SPUT,EACH,679000,
297499,NISSAN,6302001Z12,6302001Z12,FENDER SIDE RH,S,P,SPUT,EACH,1630000,
297523,,,38210NA08C,FLANGE,S,P,SPUT,EACH,3300000,
297549,NISSAN,3816390017,3816390017,SPACER,S,P,SPUT,EACH,1265454.55,
297648,NISSAN,3811090475,3811090475,GEAR SET DRIVER,S,P,SPUT,EACH,13500000,
297671,NISSAN,3842690008,3842690008,WASHER DIFF,S,P,SPUT,EACH,40000,
297705,NISSAN,3815190066,38151NA00A,RETAINER,S,P,SPUT,EACH,1600000,
297747,NISSAN,2330096516-DEV,2330096516-DEV,STARTING MOTOR,S,P,SPUT,ASSY,2910000,
297838,KOMATSU,600-319-3610,600-319-3610,CARTRIDGE ASSY,S,G,UTVH,EACH,0,FP
297853,FLEETGRD,FS1242,FS1242,FUEL SEPARATOR,S,P,SPUT,EACH,153482,FP
297861,NISSAN,32622-NA00B,32622-NA00B,OIL FILTER,G,P,SPUT,EACH,130000,
297887,UT,16546-99129A,16546-99129A,AIR FILTER,S,P,SPUT,EACH,1850413.08,
297895,KOMATSU,600-185-4100KIT,600-185-4100KIT,ELEMENT ASSY,S,G,UTVH,EACH,0,FP
297911,SCANIA,2142419,2142419,HOSE ASSEMBLY,S,G,UTVH,EACH,0,FP
297929,SCANIA,2142420,2142420,HOSE ASSEMBLY,S,G,UTVH,EACH,0,FP
297945,KOMATSU,Duplikasi Pref,Duplikasi Pref,CARRIER ROLLER,S,G,UTVH,EACH,0,FP
297986,KOMATSU,600-319-3750,600-319-3750,CARTRIDGE,S,V,UTVH,EACH,0,FP
297994,PATRIA,VHGPO-10260,VHGPO-10260,OIL SEAL,S,P,SPUT,EACH,130000,
298059,NISSAN,16403NY000A,16403NY000A,PRIMARY FUEL FILTER,S,P,SPUT,EACH,0,
298075,KPPDEV,2143000Z03-DEV,2143000Z03-DEV,CAP ASSY,S,P,SPUT,EACH,56260,
